date,startup,vertical,subvertical,city,investors,round,amount,year,month,month_year,amount_category,investor_count
2017-10-17,Fingerlix,Consumer Internet,Food Ordering Portal,Bangalore,"Accel Partners, Zephyr Peacock",Private Equity,57.75,2017,10,2017-10,50-100Cr,2
2017-10-18,Bank Bazaar,Consumer Internet,Online Financial Marketplace,Chennai,Experian,Private Equity,57.75,2017,10,2017-10,50-100Cr,0
2017-10-18,Hasura,Technology,App building platform,Chennai,"Nexus, GREE Ventures",Private Equity,0.0,2017,10,2017-10,,2
2017-10-18,BlackBuck,Logistics,B2B Logistics provider,Bangalore,Innoven Capital,Private Equity,63.525,2017,10,2017-10,50-100Cr,0
2017-10-18,LenDen Club,Consumer Internet,Online peer-to-peer lending platform,Mumbai,Undisclosed Investor,Seed,4.125,2017,10,2017-10,1-10Cr,0
2017-10-23,Toppr,Consumer Internet,Mobile based learning app,Mumbai,"SAIF Partners, Helion Ventures, FIL Capital Management",Private Equity,57.75,2017,10,2017-10,50-100Cr,3
2017-10-23,RAW Pressery,Food & Beverage,Cold pressed Juice maker,Mumbai,"DSG Consumer Partners, Sequoia Capital, Saama Capital",Private Equity,49.5,2017,10,2017-10,10-50Cr,3
2017-10-23,Cashe,Consumer Internet,app-only lending platform,Mumbai,IFMR Capital,Debt,25.575,2017,10,2017-10,10-50Cr,0
2017-10-23,Park Easy,Consumer Internet,Machine learning based parking discovery,Kolkata,Rockstart Accelerator,Seed,0.9735,2017,10,2017-10,<1Cr,0
2017-10-24,TagBox,Technology,Cold Chain monitoring solution,Bangalore,"Indian Angel network, IAN Fund",Seed,0.0,2017,10,2017-10,,2
2017-10-24,FYRE,Food & Beverage,Herbal energy shot maker,Mumbai,Venture Catalysts,Seed,4.125,2017,10,2017-10,1-10Cr,0
2017-10-24,ZipLoan,Consumer Internet,SME lending platform,New Delhi,"Matrix Partners India, WaterBridge Ventures, Whiteboard Capital, Sarbvir Singh",Private Equity,24.75,2017,10,2017-10,10-50Cr,4
2017-10-24,Skillenza,Consumer Internet,Online Learning Platform,Bangalore,"Blume Ventures, Indian Angel Network",Seed,5.9565,2017,10,2017-10,1-10Cr,2
2017-10-24,Chevon,Food & Beverage,Frozen Meat provider,Mumbai,Greenfield Advisory,Private Equity,0.0,2017,10,2017-10,,0
2017-10-25,PropStory,Consumer Internet,Real Estate content portal,Gurgaon,"Abhishek Bhatewara, Vivek Shah, Haitong Securities, Suraj Saharan, Paras Arora",Seed,0.0,2017,10,2017-10,,5
2017-10-25,SpotDraft,Consumer Internet,Contract Automation,Gurgaon,"Hunch Ventures, Spiral Ventures, 500 Startups, Singapore Angel Network, Citrus Payments",Seed,4.5375,2017,10,2017-10,1-10Cr,5
2017-10-26,Big Basket,eCommerce,Online Grocery portal,Bangalore,Helion Ventures Partners,Private Equity,41.25,2017,10,2017-10,10-50Cr,0
2017-10-27,OfBusiness,Technology,B2B Finance & Fulfilment Network,Gurgaon,Kotak Mahindra Bank,Debt,31.35,2017,10,2017-10,10-50Cr,0
2017-10-27,Olly Credit,Technology,Credit + payment mobile app,New Delhi,"Incubate Fund, Sandesh Kirkire, Anand Kumar, Yogesh Chaudhary",Seed,0.0,2017,10,2017-10,,4
2017-10-28,CashFree,Technology,Payments Platform for Marketplaces and Fintechs,New Delhi,Y Combinator,Seed,0.99,2017,10,2017-10,<1Cr,0
2017-10-28,Ola Cabs,Consumer Internet,App based cab hailing services,Bangalore,ANI Technologies Pvt. Ltd,Private Equity,63.525,2017,10,2017-10,50-100Cr,0
2017-10-30,GoldFarm,Food & Beverage,Agriculture Technology,Coimbatore,Mahindra & Mahindra and Infuse Ventures,Private Equity,16.5,2017,10,2017-10,10-50Cr,0
2017-10-31,NetMeds,ECommerce,Online Pharmacy,Chennai,TannCam Investment & Sistema Asia Fund,Private Equity,115.5,2017,10,2017-10,100-500Cr,0
2017-10-31,MSE,Finance,Equity Stock Exchange,Mumbai,"IL&FS, Trust Capital, Rosy Blue Securities, Radhakrishan Damani and Rakesh Jhunjhunwala",Private Equity,264.0,2017,10,2017-10,100-500Cr,4
2017-01-09,Aahaa Stores,eCommece,Online B2B store for office supplies,Chennai,YourNest Angel Fund,Private Equity,8.25,2017,1,2017-01,1-10Cr,0
2017-01-09,MFine,Consumer Internet,Online Doctor Discovery platform,Bangalore,"Stellaris Venture Partners, Mayur Abhaya, Rohit MA",Private Equity,12.375,2017,1,2017-01,10-50Cr,3
2017-01-09,Canvera,Consumer Internet,Online Photography platform,Mumbai,InfoEdge,Private Equity,10.725,2017,1,2017-01,10-50Cr,0
2017-04-09,PrimaryIO,Technology,Application Performance Acceleration,Pune,"Accel Partners, Exfinity Ventures, Partech Ventures",Private Equity,46.2,2017,4,2017-04,10-50Cr,3
2017-05-09,Shubh Loans,Consumer Internet,online lending platform,Bangalore,"SRI Capital, BeeNext, Pravega Ventures",Private Equity,12.375,2017,5,2017-05,10-50Cr,3
2017-05-09,Nest Education,Technology,EduTech Platform,Gurgaon,"Michael and Susan Dell Foundation, Anand Mahindra",Seed,4.95,2017,5,2017-05,1-10Cr,2
2017-06-09,Lending Kart,Consumer Internet,Online Lending Platform,Ahmedabad,"Bertelsmann India, Mayfield Capital, Saama Capital, Darrin Capital",Private Equity,88.6875,2017,6,2017-06,50-100Cr,4
2017-06-09,GoFro,Consumer Internet,Online travel booking platform,New Delhi,"HIS Co. Ltd, MakeMyTrip",Private Equity,82.5,2017,6,2017-06,50-100Cr,2
2017-06-09,OncoStem,Healthcare,Medical Diagnostic Solutions,Bangalore,"Sequoia Capital India, Artiman Ventures",Private Equity,49.5,2017,6,2017-06,10-50Cr,2
2017-06-09,Power2SME,eCommerce,Buying Club for Small Businesses,Gurgaon,"International Finance Corporation (IFC), Inventus Capital Partners, Accel Partners, Kalaari Capital, and Nandan Nilekani,",Private Equity,214.5,2017,6,2017-06,100-500Cr,6
2017-07-09,Credit Vidya,Consumer Internet,Online Credit scoring platform,Mumbai,Matrix Partners,Private Equity,41.25,2017,7,2017-07,10-50Cr,0
2017-07-09,Tails Life,Consumer Internet,Pet care portal & mobile app,Bangalore,V Balakrishnan.,Private Equity,0.0,2017,7,2017-07,,0
2017-07-09,OYO Rooms,Consumer Internet,Branded budget hotels marketplace,Gurgaon,"SoftBank Group, Sequoia Capital India, Lightspeed Venture Partners, Greenoaks Capital, Hero Enterprise",Private Equity,2062.5,2017,7,2017-07,>500Cr,5
2017-07-09,Early Salary,Consumer Internet,Online Unsecured Lending platform,Pune,IFMR Capital,Debt,6.435,2017,7,2017-07,1-10Cr,0
2017-07-09,MamaEarth,eCommerce,online babycare products marketplace,Gurgaon,Fireside Ventures,Seed,0.0,2017,7,2017-07,,0
2017-07-09,Seniority,eCommerce,Ecommerce portal for senior citizens,Pune,RPG Enterprises,Private Equity,8.25,2017,7,2017-07,1-10Cr,0
2017-08-09,AYE Finance,Consumer Internet,Micro Lending Platform,New Delhi,"Triodos Investment Management,",Debt,56.925,2017,8,2017-08,50-100Cr,2
2017-08-09,Farmizen,Technology,Agre-Tech Mobile app,Bangalore,"Venture Highway, Alok Mittal, Mohit Agarwal, Anuj Gupta,",Seed,0.0,2017,8,2017-08,,5
2017-11-09,Ecom Express,Logistics,Logistics Solutions provider,New Delhi,Warburg Pincus,Private Equity,247.5,2017,11,2017-11,100-500Cr,0
2017-11-09,Call Health,Consumer Internet,Healthcare Services Aggregator,Hyderabad,"Sachin Tendulkar, P.V SIndhu, Pullela Gopichand",Private Equity,51.15,2017,11,2017-11,50-100Cr,3
2017-12-09,Sattviko,eCommerce,Health Food etailer,New Delhi,"Raman Roy, Arvind Uppal, Sonu Bhasin, G Ravishankar",Seed,0.0,2017,12,2017-12,,4
2017-12-09,3HCare,Consumer Internet,Healthcare services portal,New Delhi,Undisclosed Investor,Seed,0.825,2017,12,2017-12,<1Cr,0
2017-12-09,Tonbo Imaging,Technology,Imaging Technology for Armed Forces,Bangalore,"WRV Capital, Qualcomm Ventures, Edelweiss Private Equity, Artiman Ventures",Private Equity,140.25,2017,12,2017-12,100-500Cr,4
2017-12-09,Get My Parking,Consumer Internet,Smart Parking Enabler,New Delhi,"IAN Fund, Beenext, Indian Angel Network",Private Equity,24.75,2017,12,2017-12,10-50Cr,3
2017-09-13,WittyFeed,Technology,Content marketing platform,Indore,"Anand Chandrasekaran, Apurva Chamaria, Ritesh Malik, Ashish Toshniwal, Ajeet Khurana",Seed,0.0,2017,9,2017-09,,5
2017-09-13,Glowroad,Consumer Internet,women focussed customer-to-customer reseller network,Bangalore,"Accel Partners,",Private Equity,16.5,2017,9,2017-09,10-50Cr,2
2017-09-13,OYO Rooms,Consumer Internet,udget hotel marketplace,Gurgaon,China Lodging Group,Private Equity,82.5,2017,9,2017-09,50-100Cr,0
2017-09-13,Unacademy,Consumer Internet,Online learning platform,Mumbai,"Sequoia Capital India, SAIF Partners, Nexus Venture Partners and Blume Ventures,",Private Equity,94.875,2017,9,2017-09,50-100Cr,4
2017-09-13,Heterogenous,Technology,Telecom & IoT platform,Chennai,"Chennai Angels, Keiretsu Forum & Others",Seed,6.435,2017,9,2017-09,1-10Cr,2
2017-09-14,Gurukul,Consumer Internet,co-working space provider,New Delhi,"Rohit Nanda, Rajit Nanda, Smarak Bhuyan, Sashwat Brahma,",Seed,0.0,2017,9,2017-09,,5
2017-09-14,Smaaash,Technology,Virtual Reality gaming and entertainment platform,Mumbai,ECL Finance,Private Equity,363.0,2017,9,2017-09,100-500Cr,0
2017-09-14,WheelStreet,Consumer Portal,Bike Rental Platform,Bangalore,Y Combinator,Seed,0.99,2017,9,2017-09,<1Cr,0
2017-09-14,Xprep,Consumer Internet,Online Tutoring Platform,New Delhi,"Rising Stars, Manish Amin, Pallav Pandey, Chavi Jafa",Private Equity,0.0,2017,9,2017-09,,4
2017-09-18,The Moms Co,eCommerce,Pregnancy & Baby Care product etailer,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,8.25,2017,9,2017-09,1-10Cr,2
2017-09-19,Noticeboard,Technology,"mobile-first communication platform for on-field staff,",Bangalore,"Shamik Sharma, Aprameya Radhakrishna",Seed,0.0,2017,9,2017-09,,2
2017-09-19,High Radius,Technology,Integrated receivables software solutions,Hyderabad,Susquehanna Growth Equity LLC,Private Equity,412.5,2017,9,2017-09,100-500Cr,0
2017-09-20,HWell24 Plus,Healthcare,Technology-Empowered Healthcare Solutions,Mumbai,Undisclosed Investors,Seed,0.0,2017,9,2017-09,,0
2017-09-21,SaveBC,Finance,financial services firm,Gaya,Incofin Investment Management.,Private Equity,49.5,2017,9,2017-09,10-50Cr,0
2017-09-21,Gaming Monk,Consumer Internet,E-sports platform,New Delhi,AdvantEdge,Private Equity,0.0,2017,9,2017-09,,0
2017-09-21,91SpringBoard,Consumer Internet,Co-working spaces,New Delhi,"Sandway Investment Ltd, Pearl Brook Holdings, Silo Holdings and Al Nour",Private Equity,0.0,2017,9,2017-09,,3
2017-09-21,Homergize,eCommerce,Home Furnishing & Building material marketplace,Bangalore,LG Chandrasekhar,Private Equity,8.25,2017,9,2017-09,1-10Cr,0
2017-09-22,Yatra.com,eCommerce,Online Travel Agency,Gurgaon,InnoVen Capital India,Debt,127.05,2017,9,2017-09,100-500Cr,0
2017-09-22,Ace Turtle,Technology,Omni-channel web commerce solutions provider,Bangalore,InnoVen Capital,Private Equity,0.0,2017,9,2017-09,,0
2017-09-25,Vogo,Consumer Internet,Scooter Rental Platform,Bangalore,AV Thomas Group,Seed,0.0,2017,9,2017-09,,0
2017-09-25,Synup,Technology,SME Marketing Management Solution,Bangalore,"Vertex Ventures, Prime Venture Partners.",Private Equity,49.5,2017,9,2017-09,10-50Cr,2
2017-09-25,Tinmen,Consumer Internet,Food Delivery platform,Hyderabad,Zomato Media Pvt. Ltd,Private Equity,0.0,2017,9,2017-09,,0
2017-09-25,Cropin,Technology,Crop Technology Solutions,Bangalore,Beenext,Private Equity,0.0,2017,9,2017-09,,0
2017-09-25,Rapido,Consumer Internet,Bike Aggregator Mobile App,Bangalore,Battery Road Digital Holdings LLC,Seed,3.4815,2017,9,2017-09,1-10Cr,0
2017-09-25,Sportobuddy,Consumer Internet,Sports & Sport related equipment portal,Mumbai,Mehul Shah,Seed,1.2375,2017,9,2017-09,1-10Cr,0
2017-09-26,Credifiable,Consumer Internet,Online consumer lending platform,Bangalore,Kae Capital,Private Equity,0.0,2017,9,2017-09,,0
2017-09-26,Inclov,Consumer Internet,Matchmaking app for the differently abled,Gurgaon,"Rajan Anandan, Jamil Khatri, Ravi Iyer, Raghav Bahl",Seed,0.0,2017,9,2017-09,,4
2017-09-26,Multibhashi,Consumer Internet,Language learning Mobile App,Bangalore,"Aniruddha Malpani, Startup Oasis",Seed,0.0,2017,9,2017-09,,2
2017-09-27,Transerve,Technology,Geospatial Technology-based SaaS solutions,Mumbai,"IL&FS Investment Managers, Omidyar Network.",Private Equity,13.2,2017,9,2017-09,10-50Cr,2
2017-09-27,Fashalot,Consumer Internet,O2O fashion discovery platform,Gurgaon,"Capillary Technologies, Whiteboard Capital, YourNest Angel Fund, Rajul Garg",Private Equity,0.0,2017,9,2017-09,,4
2017-09-27,Pitstop,Consumer Internet,Car repair and Servicing Platform,Bangalore,"Blume Ventures, Goldbell Group, Anurag Srivastava, Shailesh Rao, Amiya Pathak, Rajesh Yohanan and Rahul Garg",Private Equity,8.25,2017,9,2017-09,1-10Cr,6
2017-09-27,GoChoppers,Consumer Internet,Luxury Helicopter Tourism Services portal,Gurgaon,"Rivergate Capital,",Seed,0.0,2017,9,2017-09,,2
2017-09-27,MyUpchar,Consumer Internet,Local Language Health Information portal,New Delhi,LetsVenture,Seed,2.475,2017,9,2017-09,1-10Cr,0
2017-09-28,Aadyah,Technology,Defense Tech & Aerospace startup,Bangalore,Keiretsu Forum,Private Equity,8.25,2017,9,2017-09,1-10Cr,0
2017-01-08,TouchKin,Technology,Predictive Care Platform,Bangalore,Kae Capital,Private Equity,10.725,2017,1,2017-01,10-50Cr,0
2017-02-08,Ethinos,Technology,Digital Marketing Agency,Mumbai,Triton Investment Advisors,Private Equity,0.0,2017,2,2017-02,,0
2017-02-08,Leverage Edu,Consumer Internet,Online platform for Higher Education Services,New Delhi,"Kashyap Deorah, Anand Sankeshwar, Deepak Jain, Sadashiva NT, Arjun Mehta, Satish Kaul, Anindya Ghose",Seed,0.0,2017,2,2017-02,,7
2017-02-08,Zepo,Consumer Internet,DIY Ecommerce platform,Mumbai,"Kunal Shah, LetsVenture, Anupam Mittal, Hetal Sonpal",Seed,4.125,2017,2,2017-02,1-10Cr,4
2017-02-08,Click2Clinic,Consumer Internet,healthcare service aggregator,Hyderabad,"Narottam Thudi, Shireesh Palle",Seed,7.0125,2017,2,2017-02,1-10Cr,2
2017-03-08,SpeedBox,Logistics,On-Demand Logistics Service provider,Mumbai,Cismat Cargo Services Pvt. Ltd.,Seed,2.475,2017,3,2017-03,1-10Cr,0
2017-03-08,Skill Connect,Consumer Internet,Recruitment Portal,Jaipur,Rajasthan Angel Investor Network,Seed,0.0,2017,3,2017-03,,0
2017-03-08,Chai Point,Consumer Internet,Tea Delivery Portal & offline stores,Bangalore,"DSG Consumer Partners, Eight Roads Ventures India",Private Equity,0.0,2017,3,2017-03,,2
2017-03-08,Zoctr,Consumer Internet,Health Products & Services Aggregator,Mumbai,SIDBI,Private Equity,0.0,2017,3,2017-03,,0
2017-04-08,Lime Tray,Technology,Restaurant Management Solutions,New Delhi,JSW Ventures,Private Equity,0.0,2017,4,2017-04,,0
2017-04-08,CoutLoot,eCommerce,Fashion Resale Marketplace,Mumbai,"Anuj Puri, Redcliffe Capital, Artha India Ventures, Siddharth Kothari, Apoorv Ranjan Sharma,",Seed,0.0,2017,4,2017-04,,6
2017-04-08,Box My Space,Logistics,Warehouse Aggregator,Mumbai,"R. Jayakumar, Vaibhav Vohra, Aditya Vazirani, Rhea Vazirani, AVN Business Solutions, Dreamweaver Investments",Seed,0.0,2017,4,2017-04,,6
2017-05-08,Curatio,Healthcare,Skincare Speciality services,Chennai,Anicut Capital,Private Equity,0.0,2017,5,2017-05,,0
2017-08-08,New Castle Technologies,Technology,Hospital Management Software,Chennai,Undisclosed investors,Seed,2.00475,2017,8,2017-08,1-10Cr,0
2017-08-08,My Forex Eye,Consumer Internet,foreign exchange services,New Delhi,"Rahul Dev Kumar, Rajesh Mahajan, Ankit Sharma and others",Seed,1.815,2017,8,2017-08,1-10Cr,3
2017-09-08,TruxApp,Logistics,Mobile based Logistics Service,New Delhi,"Venugopal Dhoot, Ajay Bhatia, Tarun Khandelwal, Ganpat Singhvi, Mandhian family & Others",Seed,25.575,2017,9,2017-09,10-50Cr,5
2017-09-08,CroFarm,Technology,Agriculture Supply Chain solutions,Gurgaon,Factor[e] Ventures,Seed,6.45975,2017,9,2017-09,1-10Cr,0
2017-09-08,DoodhWala,Consumer Internet,Online milk delivery,Bangalore,Tom Varkey,Seed,0.0,2017,9,2017-09,,0
2017-10-08,Stayabode,Consumer Internet,Co-Living space aggregator,Bangalore,"Incubate Fund, Sanjay Shenoy, Mridul Upreti,",Private Equity,0.0,2017,10,2017-10,,4
2017-11-08,Moong Labs,Technology,Mobile games developer,New Delhi,Nazara Games,Private Equity,0.0,2017,11,2017-11,,0
2017-11-08,Ola Cabs,Consumer Internet,App based cab aggregation Service,Gurgaon,Tekne Capital Management,Private Equity,297.0,2017,11,2017-11,100-500Cr,0
2017-08-14,Sports Flashes,Consumer Internet,Sports Content Mobile App,New Delhi,"Bennett, Coleman and Company Ltd (BCCL),",Private Equity,0.0,2017,8,2017-08,,3
2017-08-14,Digilend,Technology,Personal Loans & EMI solutions platform,Mumbai,"InCred Finance, Fullerton India Credit Company Ltd",Seed,2.574,2017,8,2017-08,1-10Cr,2
2017-08-15,KNAB Finance,Consumer Internet,Unsecured Small Business Loans,Bangalore,"InCred, Krishnakumar Natarajan, Ravi Bhardwaj",Seed,3.17625,2017,8,2017-08,1-10Cr,3
2017-08-17,Get Simpl,Consumer Internet,Payment Solution Mobile app,Mumbai,"Green Visor Capital LP II, IA Venture Strategies Fund II LP, Boillot Family Trust, Russell M Byrne, The Oliver R. Grace, Jr. Millennium Trust, SF Capital Investments LP",Seed,0.0,2017,8,2017-08,,7
2017-08-20,Rootefy,eCommerce,Building material online store,New Delhi,"Abhinav Gupta,",Seed,1.54275,2017,8,2017-08,1-10Cr,2
2017-08-21,Uniphore,Technology,speech recognition startup,Chennai,IDG Ventures,Private Equity,56.1,2017,8,2017-08,50-100Cr,0
2017-08-21,Cerebroz,Consumer Internet,E-Tech platform,Vadodara,Undisclosed HNI\\xe2\\x80\\x99s,Seed,6.0555,2017,8,2017-08,1-10Cr,0
2017-08-22,Flochat,Consumer Internet,instant messaging platform,Mumbai,"iSquare Global,",Seed,0.0,2017,8,2017-08,,2
2017-08-22,EasyGov,Consumer Internet,Govt service application portal,Noida,"Social Alpha, Rajan Anandan, Rajeev Ahuja, Kshitij Arora",Seed,0.0,2017,8,2017-08,,4
2017-08-23,Milk Basket,Consumer Internet,Online Grocery platform,Gurgaon,Blume Ventures. Lenovo Capital and Incubator Group (LCIG),Seed,0.0,2017,8,2017-08,,0
2017-08-23,Dhruva,Technology,Cloud data protection and management solutions,Pune,"Riverwood Capital, Sequoia Capital India, Nexus Venture Partners, Tenaya Capital",Private Equity,660.0,2017,8,2017-08,>500Cr,4
2017-08-23,Bombay Shaving Company,eCommerce,Men Grooming product etailer,New Delhi,Fireside Ventures,Private Equity,18.975,2017,8,2017-08,10-50Cr,0
2017-08-23,Awign,Technology,Operations and manpower outsourcing,Bangalore,"IIT Ropar, Imanpreet Singh Arora, Sidharth Rozario, Saurabh Abichandani, Shikhar Gupta,",Seed,0.0,2017,8,2017-08,,6
2017-08-23,Indiez,Technology,Software & Mobile app development platform,Bangalore,Haresh Chawla,Seed,4.125,2017,8,2017-08,1-10Cr,0
2017-08-24,Ezetap,Technology,mPOS solutions provider,Bangalore,"JS Capital Management, Social Capital, Horizons Ventures,",Private Equity,132.0,2017,8,2017-08,100-500Cr,4
2017-08-25,Ink Monk,Consumer Internet,Online printing marketplace,Chennai,"VAMM Ventures, Raksul, Dena",Seed,6.1875,2017,8,2017-08,1-10Cr,3
2017-08-25,Medinfi,Consumer Internet,Online Doctor Discovery Platform,Bangalore,"PBS Srinivas, Vinod Martin,",Seed,1.03125,2017,8,2017-08,1-10Cr,3
2017-08-28,Mobikon,Technology,Restaurant & Hotel CRM platform,Pune,"Sistema Asia Fund, C31 Ventures, Qualgro.",Private Equity,57.75,2017,8,2017-08,50-100Cr,3
2017-08-29,CureFit,Consumer Internet,End to End health and wellness platform.,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital,\\xc2\\xa0 UC-RNT fund",Private Equity,206.25,2017,8,2017-08,100-500Cr,4
2017-08-29,Doxper,Technology,Healthtech IoT platform,Mumbai,"idal Health, growx ventures, Capier Investments, Globevestor & others",Seed,6.1875,2017,8,2017-08,1-10Cr,4
2017-08-29,Fieldassist,Technology,SAAS based sales force automation services,Gurgaon,Small Industries Development Bank of India (SIDBI),Debt,0.0,2017,8,2017-08,,0
2017-08-30,Treebo,Consumer Internet,Budget Hotel Aggregator platform,Bangalore,"Ward Ferry Management and Karst Peak Capital,",Private Equity,280.5,2017,8,2017-08,100-500Cr,2
2017-08-30,MedGenome,Technology,Genomics Research and Diagnostics Solutions,Bangalore,"Sequoia India, Sofina s.a., Zodius Capital, Kris Gopalakrishnan, Lakshmi Narayanan,",Private Equity,247.5,2017,8,2017-08,100-500Cr,6
2017-01-07,Billion Loans,Consumer Internet,Peer to Peer Lending platform,Bangalore,Reliance Corporate Advisory Services Ltd,Seed,8.25,2017,1,2017-01,1-10Cr,0
2017-03-07,Ecolibriumenergy,Technology,Energy management solutions provider,Ahmedabad,"Infuse Ventures, JLL",Private Equity,21.45,2017,3,2017-03,10-50Cr,2
2017-04-07,Droom,eCommerce,Online marketplace for automobiles,Gurgaon,"Asset Management (Asia) Ltd, Digital Garage Inc",Private Equity,165.0,2017,4,2017-04,100-500Cr,2
2017-05-07,Jumbotail,eCommerce,online marketplace for food and grocery,Bangalore,"Kalaari Capital, Nexus India Capital Advisors",Private Equity,70.125,2017,5,2017-05,50-100Cr,2
